Field,Point_ID,Aleket_cnt,ndvi_slope,gndvi_slope,green_red_ratio_slope,ndre_slope,entropy_slope,green_slope,homogeneity_slope,asm_slope
Boundary_Fields_Baseline_2011 — Reem_damon_5,23.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,24.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,25.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,26.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,27.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,28.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,29.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,30.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,31.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,32.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,33.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,34.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,35.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,36.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,37.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,38.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,39.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,40.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,41.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,42.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,43.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,44.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,45.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,46.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,47.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,48.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,49.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,50.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,51.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,52.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,53.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,54.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,55.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,56.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,57.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,58.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,59.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,60.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,61.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,62.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,63.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,64.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,65.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,66.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,67.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,68.0,0.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,69.0,0.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,70.0,0.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,71.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,72.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,73.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,74.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,75.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,76.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,77.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,78.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,79.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,80.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,81.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,82.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,83.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,84.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,85.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,86.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,87.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,88.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,89.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,90.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,91.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,92.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,93.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,94.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,95.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,96.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,97.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,98.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,99.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,100.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,101.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,102.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,103.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,104.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,105.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,106.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,107.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,108.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,109.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,110.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,111.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,112.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,113.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,114.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,115.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,116.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,117.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,118.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,119.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,120.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,121.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,122.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,123.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,124.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,125.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,126.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,127.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,128.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,129.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,130.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,131.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,132.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,133.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,134.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,135.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,136.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,137.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,138.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,139.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,140.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,141.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,142.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,143.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,144.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,145.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,146.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,147.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,148.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,149.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,150.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,151.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,152.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,153.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,154.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,155.0,0.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,156.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,157.0,0.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,158.0,0.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,159.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,160.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,161.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,162.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,163.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,164.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,165.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,166.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,167.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,168.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,169.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,170.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,171.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,172.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,173.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,174.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,175.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,176.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,177.0,0.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,178.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,179.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,180.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,181.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,182.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,183.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,184.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,185.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,186.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,187.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,188.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,189.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,190.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,191.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,192.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,193.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,194.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,195.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,196.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,197.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,198.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,199.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,200.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,201.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,202.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,203.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,204.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,205.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,206.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,207.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,208.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,209.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,210.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,211.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,212.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,213.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,214.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,215.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,216.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,217.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,218.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,219.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,220.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,221.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,222.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,223.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,224.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,225.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,226.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,227.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,228.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,229.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,230.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,231.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,232.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,233.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,234.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,235.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,236.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,237.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,238.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,239.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,240.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,241.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,242.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,243.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,244.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,245.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,246.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,247.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,248.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,249.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,250.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,251.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,252.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,253.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,254.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,255.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,256.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,257.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,258.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,259.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,260.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,261.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,262.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,263.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,264.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,265.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,266.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,267.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,268.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,269.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,270.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,271.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,272.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,273.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,274.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,275.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,276.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,277.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,278.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,279.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,280.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,281.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,282.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,283.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,284.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,285.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,286.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,287.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,288.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,289.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,290.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,291.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,292.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,293.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,294.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,295.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,296.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,297.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,298.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,299.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,300.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,301.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,302.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,303.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,304.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,305.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,306.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,307.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,308.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,309.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,310.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,311.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,312.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,313.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,314.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,315.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,316.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,317.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,318.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,319.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,320.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,321.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,322.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,323.0,3.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,324.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,325.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,326.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,327.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,328.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,329.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,330.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,331.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,332.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,333.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,334.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,335.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,336.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,337.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,338.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,339.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,340.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,341.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,342.0,2.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,343.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,344.0,1.0,,,,,,,,
Boundary_Fields_Baseline_2011 — Reem_damon_5,345.0,1.0,,,,,,,,
